url_path,views_total,views_unique
/dlcgold/muPBWT,6,3
/dlcgold/muPBWT/pulls,2,2
/dlcgold/muPBWT/tree/k-smem,2,2
/dlcgold/muPBWT/actions/runs/13252364105,1,1
/dlcgold/muPBWT/issues,1,1
