url_path,views_total,views_unique
/dlcgold/muPBWT,4,2
/dlcgold/muPBWT/tree/k-smem,1,1
/dlcgold/muPBWT/tree/main/include,1,1
/dlcgold/muPBWT/tree/main/sample_data,1,1
